dist|perl-5.29.4.author|perl-5.29.4.distname|perl-5.29.4.distversion|perl-5.29.4.grade
MooseX-HasDefaults|SARTAK|MooseX-HasDefaults-0.03|0.03|PASS
MooseX-InsideOut|DOY|MooseX-InsideOut-0.106|0.106|PASS
MooseX-Iterator|RLB|MooseX-Iterator-0.11|0.11|PASS
MooseX-LazyRequire|ETHER|MooseX-LazyRequire-0.11|0.11|PASS
MooseX-Log-Log4perl|LAMMEL|MooseX-Log-Log4perl-0.47|0.47|PASS
MooseX-LogDispatch|JGOULAH|MooseX-LogDispatch-1.2002|1.2002|PASS
MooseX-MarkAsMethods|RSRCHBOY|MooseX-MarkAsMethods-0.15|0.15|PASS
MooseX-Meta-TypeConstraint-ForceCoercion|FLORA|MooseX-Meta-TypeConstraint-ForceCoercion-0.01|0.01|PASS
MooseX-Meta-TypeConstraint-Mooish|RSRCHBOY|MooseX-Meta-TypeConstraint-Mooish-0.001|0.001|PASS
MooseX-Method-Signatures|ETHER|MooseX-Method-Signatures-0.49|0.49|PASS
MooseX-MethodAttributes|ETHER|MooseX-MethodAttributes-0.31|0.31|PASS
MooseX-MungeHas|TOBYINK|MooseX-MungeHas-0.010|0.010|PASS
MooseX-NewDefaults|RSRCHBOY|MooseX-NewDefaults-0.004|0.004|PASS
MooseX-NonMoose|DOY|MooseX-NonMoose-0.26|0.26|PASS
MooseX-Object-Pluggable|ETHER|MooseX-Object-Pluggable-0.0014|0.0014|PASS
MooseX-OneArgNew|RJBS|MooseX-OneArgNew-0.005|0.005|PASS
MooseX-POE|GETTY|MooseX-POE-0.215|0.215|PASS
MooseX-Param|STEVAN|MooseX-Param-0.02|0.02|PASS
MooseX-Params-Validate|DROLSKY|MooseX-Params-Validate-0.21|0.21|PASS
MooseX-Privacy|FRANCKC|MooseX-Privacy-0.05|0.05|PASS
MooseX-RelatedClassRoles|HDP|MooseX-RelatedClassRoles-0.004|0.004|PASS
MooseX-Role-BuildInstanceOf|JJNAPIORK|MooseX-Role-BuildInstanceOf-0.08|0.08|PASS
MooseX-Role-Parameterized|ETHER|MooseX-Role-Parameterized-1.10|1.10|PASS
MooseX-Role-WithOverloading|ETHER|MooseX-Role-WithOverloading-0.17|0.17|PASS
MooseX-SemiAffordanceAccessor|DROLSKY|MooseX-SemiAffordanceAccessor-0.10|0.10|PASS
MooseX-SetOnce|RJBS|MooseX-SetOnce-0.200002|0.200002|PASS
MooseX-SimpleConfig|ETHER|MooseX-SimpleConfig-0.11|0.11|PASS
MooseX-Singleton|ETHER|MooseX-Singleton-0.30|0.30|PASS
MooseX-SlurpyConstructor|ETHER|MooseX-SlurpyConstructor-1.30|1.30|PASS
MooseX-Storage|ETHER|MooseX-Storage-0.52|0.52|PASS
MooseX-Storage-Format-JSONpm|RJBS|MooseX-Storage-Format-JSONpm-0.093093|0.093093|PASS
MooseX-StrictConstructor|DROLSKY|MooseX-StrictConstructor-0.21|0.21|PASS
MooseX-TraitFor-Meta-Class-BetterAnonClassNames|RSRCHBOY|MooseX-TraitFor-Meta-Class-BetterAnonClassNames-0.002003|0.002003|PASS
MooseX-Traits|ETHER|MooseX-Traits-0.13|0.13|PASS
MooseX-Traits-Pluggable|RKITOVER|MooseX-Traits-Pluggable-0.12|0.12|PASS
MooseX-Types|ETHER|MooseX-Types-0.50|0.50|PASS
MooseX-Types-Common|ETHER|MooseX-Types-Common-0.001014|0.001014|PASS
MooseX-Types-DateTime|ETHER|MooseX-Types-DateTime-0.13|0.13|PASS
MooseX-Types-DateTime-ButMaintained|ECARROLL|MooseX-Types-DateTime-ButMaintained-0.16|0.16|FAIL
MooseX-Types-DateTime-MoreCoercions|ETHER|MooseX-Types-DateTime-MoreCoercions-0.15|0.15|PASS
MooseX-Types-DateTime-MySQL|BOBTFISH|MooseX-Types-DateTime-MySQL-0.003|0.003|PASS
MooseX-Types-DateTime-W3C|AJGB|MooseX-Types-DateTime-W3C-1.103360|1.103360|PASS
MooseX-Types-Email|ETHER|MooseX-Types-Email-0.007|0.007|PASS
MooseX-Types-IO|FAYLAND|MooseX-Types-IO-0.04|0.04|PASS
MooseX-Types-ISO8601|ETHER|MooseX-Types-ISO8601-0.18|0.18|PASS
MooseX-Types-LoadableClass|ETHER|MooseX-Types-LoadableClass-0.015|0.015|PASS
MooseX-Types-Path-Class|ETHER|MooseX-Types-Path-Class-0.09|0.09|PASS
MooseX-Types-Path-Tiny|ETHER|MooseX-Types-Path-Tiny-0.012|0.012|PASS
MooseX-Types-Perl|RJBS|MooseX-Types-Perl-0.101343|0.101343|PASS
MooseX-Types-Set-Object|ETHER|MooseX-Types-Set-Object-0.05|0.05|PASS
MooseX-Types-Stringlike|DAGOLDEN|MooseX-Types-Stringlike-0.003|0.003|PASS
MooseX-Types-Structured|ETHER|MooseX-Types-Structured-0.36|0.36|PASS
MooseX-Types-URI|ETHER|MooseX-Types-URI-0.08|0.08|PASS
MooseX-UndefTolerant|ETHER|MooseX-UndefTolerant-0.21|0.21|PASS
MooseX-Util|RSRCHBOY|MooseX-Util-0.006|0.006|PASS
MooseX-XSAccessor|TOBYINK|MooseX-XSAccessor-0.009|0.009|PASS
MooseX-YAML|NUFFIN|MooseX-YAML-0.04|0.04|PASS
Mouse|SKAJI|Mouse-v2.5.6|v2.5.6|PASS
MouseX-ConfigFromFile|MASAKI|MouseX-ConfigFromFile-0.05|0.05|PASS
MouseX-Foreign|GFUJI|MouseX-Foreign-1.000|1.000|PASS
MouseX-Getopt|GFUJI|MouseX-Getopt-0.37|0.37|FAIL
MouseX-NativeTraits|GFUJI|MouseX-NativeTraits-1.09|1.09|PASS
MouseX-SimpleConfig|MJGARDNER|MouseX-SimpleConfig-0.11|0.11|PASS
MouseX-StrictConstructor|GFUJI|MouseX-StrictConstructor-0.02|0.02|PASS
MouseX-Traits|GFUJI|MouseX-Traits-0.1102|0.1102|PASS
MouseX-Types|GFUJI|MouseX-Types-0.06|0.06|PASS
MouseX-Types-Path-Class|MASAKI|MouseX-Types-Path-Class-0.07|0.07|PASS
Mozilla-CA|ABH|Mozilla-CA-20180117|20180117|PASS
Mozilla-DOM|SLANNING|Mozilla-DOM-0.23|0.23|NA
Nephia|YTURTLE|Nephia-0.87|0.87|PASS
Net-AMQP|CHIPS|Net-AMQP-0.06|0.06|PASS
Net-Amazon-EC2|MALLEN|Net-Amazon-EC2-0.36|0.36|PASS
Net-Amazon-S3|LLAP|Net-Amazon-S3-0.85|0.85|PASS
Net-Amazon-Signature-V3|RSRCHBOY|Net-Amazon-Signature-V3-0.003|0.003|PASS
Net-Amazon-Signature-V4|DBOOK|Net-Amazon-Signature-V4-0.19|0.19|PASS
Net-Async-HTTP|PEVANS|Net-Async-HTTP-0.42|0.42|PASS
Net-Async-WebSocket|PEVANS|Net-Async-WebSocket-0.13|0.13|PASS
Net-CIDR|MRSAM|Net-CIDR-0.19|0.19|PASS
Net-CIDR-Lite|DOUGW|Net-CIDR-Lite-0.21|0.21|PASS
Net-Curl|SYP|Net-Curl-0.39|0.39|PASS
Net-DBus|DANBERR|Net-DBus-1.1.0|1.1.0|PASS
Net-DNS|NLNETLABS|Net-DNS-1.18|1.18|PASS
Net-DNS-Lite|KAZUHO|Net-DNS-Lite-0.12|0.12|PASS
Net-DNS-Paranoid|TOKUHIROM|Net-DNS-Paranoid-0.08|0.08|PASS
Net-DNS-Resolver-Mock|MBRADSHAW|Net-DNS-Resolver-Mock-1.20171219|1.20171219|PASS
Net-DNS-Resolver-Programmable|BIGPRESH|Net-DNS-Resolver-Programmable-0.009|0.009|PASS
Net-Domain-TLD|ALEXP|Net-Domain-TLD-1.75|1.75|PASS
Net-FTP-Tiny|ZEFRAM|Net-FTP-Tiny-0.002|0.002|PASS
Net-FastCGI|CHANSEN|Net-FastCGI-0.14|0.14|PASS
Net-Frame|GOMOR|Net-Frame-1.19|1.19|PASS
Net-Frame-Layer-IPv6|GOMOR|Net-Frame-Layer-IPv6-1.08|1.08|PASS
Net-GitHub|FAYLAND|Net-GitHub-0.95|0.95|PASS
Net-Google-AuthSub|SIMONW|Net-Google-AuthSub-0.5|0.5|PASS
Net-HTTP|OALDERS|Net-HTTP-6.18|6.18|PASS
Net-HTTP-Spore|ATHREEF|Net-HTTP-Spore-0.09|0.09|PASS
Net-HTTP-Tiny|ZEFRAM|Net-HTTP-Tiny-0.002|0.002|PASS
Net-HTTPS-Any|IVAN|Net-HTTPS-Any-0.12|0.12|PASS
Net-HTTPS-NB|OLEG|Net-HTTPS-NB-0.15|0.15|PASS
Net-IDN-Encode|CFAERBER|Net-IDN-Encode-2.500|2.500|PASS
Net-IMAP-Client|GANGLION|Net-IMAP-Client-0.9505|0.9505|PASS
Net-IMAP-Simple|JETTERO|Net-IMAP-Simple-1.2212|1.2212|PASS
Net-IMAP-Simple-SSL|CWEST|Net-IMAP-Simple-SSL-1.3|1.3|PASS
Net-IP|MANU|Net-IP-1.26|1.26|PASS
Net-IP-Match-Regexp|CDOLAN|Net-IP-Match-Regexp-1.01|1.01|PASS
Net-IP-Minimal|BINGOS|Net-IP-Minimal-0.06|0.06|PASS
Net-IP-XS|TOMHRR|Net-IP-XS-0.21|0.21|PASS
Net-IPv4Addr|FRAJULAC|Net-IPv4Addr-0.10|0.10|PASS
Net-IPv6Addr|BKB|Net-IPv6Addr-0.96|0.96|PASS
Net-Ident|TODDR|Net-Ident-1.24|1.24|PASS
Net-Ifconfig-Wrapper|MTHURN|Net-Ifconfig-Wrapper-0.16|0.16|PASS
Net-Interface|MIKER|Net-Interface-1.016|1.016|FAIL
Net-LDAP-SID|KARMAN|Net-LDAP-SID-0.001|0.001|PASS
Net-LDAP-Server|AAR|Net-LDAP-Server-0.43|0.43|PASS
Net-LDAP-Server-Test|KARMAN|Net-LDAP-Server-Test-0.22|0.22|FAIL
Net-LibIDN|THOR|Net-LibIDN-0.12|0.12|NA
Net-Netmask|JMASLAK|Net-Netmask-1.9104|1.9104|PASS
Net-OAuth|KGRENNAN|Net-OAuth-0.28|0.28|PASS
Net-OAuth-Simple|SIMONW|Net-OAuth-Simple-1.7|1.7|PASS
Net-OAuth2|MARKOV|Net-OAuth2-0.64|0.64|PASS
Net-OpenID-Common|WROG|Net-OpenID-Common-1.20|1.20|PASS
Net-OpenID-Consumer|WROG|Net-OpenID-Consumer-1.18|1.18|PASS
Net-OpenSSH|SALVA|Net-OpenSSH-0.78|0.78|PASS
Net-Pcap|SAPER|Net-Pcap-0.18|0.18|FAIL
Net-Radius|LUISMUNOZ|Net-Radius-2.103|2.103|FAIL
Net-Rendezvous-Publish|RCLAMP|Net-Rendezvous-Publish-0.04|0.04|PASS
Net-SFTP-Foreign|SALVA|Net-SFTP-Foreign-1.89|1.89|PASS
Net-SMTP-SSL|RJBS|Net-SMTP-SSL-1.04|1.04|PASS
Net-SMTP-TLS|AWESTHOLM|Net-SMTP-TLS-0.12|0.12|PASS
Net-SMTPS|TOMO|Net-SMTPS-0.09|0.09|PASS
Net-SNMP|DTOWN|Net-SNMP-v6.0.1|v6.0.1|PASS
Net-SSLeay|MIKEM|Net-SSLeay-1.85|1.85|PASS
Net-Server|RHANDOM|Net-Server-2.009|2.009|PASS
Net-Server-Coro|ALEXMV|Net-Server-Coro-1.3|1.3|PASS
Net-Server-Mail|GUIMARD|Net-Server-Mail-0.26|0.26|PASS
Net-Stomp|DAKKAR|Net-Stomp-0.57|0.57|PASS
Net-TFTP|GBARR|Net-TFTP-0.1901|0.1901|PASS
Net-Telnet|JROGERS|Net-Telnet-3.04|3.04|PASS
Net-Travis-API|KENTNL|Net-Travis-API-0.002001|0.002001|PASS
Net-Twitter|MMIMS|Net-Twitter-4.01043|4.01043|PASS
Net-Twitter-Lite|MMIMS|Net-Twitter-Lite-0.12008|0.12008|PASS
Net-Whois-IP|BSCHMITZ|Net-Whois-IP-1.19|1.19|PASS
Net-Whois-Raw|NALOBIN|Net-Whois-Raw-2.99020|2.99020|PASS
Net-Works|MAXMIND|Net-Works-0.22|0.22|PASS
Net-Z3950-ZOOM|MIRK|Net-Z3950-ZOOM-1.30|1.30|PASS
NetAddr-IP|MIKER|NetAddr-IP-4.079|4.079|PASS
NetPacket|YANICK|NetPacket-1.6.0|1.6.0|PASS
No-Worries|LCONS|No-Worries-1.5|1.5|PASS
Number-Bytes-Human|FERREIRA|Number-Bytes-Human-0.11|0.11|PASS
Number-Compare|RCLAMP|Number-Compare-0.03|0.03|PASS
Number-Format|WRW|Number-Format-1.75|1.75|PASS
Number-Format-Metric|PERLANCAR|Number-Format-Metric-0.60|0.60|PASS
Number-Misc|MIKO|Number-Misc-1.2|1.2|PASS
Number-Phone|DCANTRELL|Number-Phone-3.4005|3.4005|PASS
Number-Range|LARRYSH|Number-Range-0.12|0.12|PASS
Number-Tolerant|RJBS|Number-Tolerant-1.708|1.708|PASS
Number-WithError|SMUELLER|Number-WithError-1.01|1.01|PASS
OAuth-Lite|LYOKATO|OAuth-Lite-1.34|1.34|PASS
OLE-Storage_Lite|JMCNAMARA|OLE-Storage_Lite-0.19|0.19|PASS
OOTools|SKNPP|OOTools-2.4|2.4|FAIL
ORLite|ADAMK|ORLite-1.98|1.98|FAIL
ORLite-Migrate|ADAMK|ORLite-Migrate-1.10|1.10|PASS
Object-Accessor|BINGOS|Object-Accessor-0.48|0.48|PASS
Object-Container|TYPESTER|Object-Container-0.14|0.14|PASS
Object-Declare|SHLOMIF|Object-Declare-0.24|0.24|PASS
Object-Enum|JMMILLS|Object-Enum-0.075|0.075|PASS
Object-Event|ELMEX|Object-Event-1.23|1.23|PASS
Object-ID|MSCHWERN|Object-ID-v0.1.2|v0.1.2|PASS
Object-InsideOut|JDHEDDEN|Object-InsideOut-4.04|4.04|PASS
Object-MultiType|GMPASSOS|Object-MultiType-0.05|0.05|PASS
Object-Pluggable|HINRIK|Object-Pluggable-1.29|1.29|PASS
Object-Realize-Later|MARKOV|Object-Realize-Later-0.21|0.21|PASS
Object-Signature|ETHER|Object-Signature-1.08|1.08|PASS
Object-Simple|KIMOTO|Object-Simple-3.19|3.19|PASS
Object-Tiny|ADAMK|Object-Tiny-1.08|1.08|PASS
Object-Tiny-RW|SCHWIGON|Object-Tiny-RW-1.07|1.07|PASS
Ogg-Vorbis-Header-PurePerl|DANIEL|Ogg-Vorbis-Header-PurePerl-1.0|1.0|FAIL
Olson-Abbreviations|ECARROLL|Olson-Abbreviations-0.04|0.04|PASS
OpenGL|CHM|OpenGL-0.70|0.70|NA
OrePAN|TOKUHIROM|OrePAN-0.08|0.08|PASS
Otogiri|YTURTLE|Otogiri-0.18|0.18|FAIL
Ouch|RIZEN|Ouch-0.0500|0.0500|PASS
PAR|RSCHUPP|PAR-1.015|1.015|PASS
PAR-Dist|RSCHUPP|PAR-Dist-0.49|0.49|PASS
PAR-Packer|RSCHUPP|PAR-Packer-1.047|1.047|PASS
PAUSE-Packages|NEILB|PAUSE-Packages-0.17|0.17|PASS
PAUSE-Permissions|NEILB|PAUSE-Permissions-0.17|0.17|PASS
PBKDF2-Tiny|DAGOLDEN|PBKDF2-Tiny-0.005|0.005|PASS
PDF-API2|SSIMMS|PDF-API2-2.033|2.033|PASS
PDF-Reuse|CNIGHS|PDF-Reuse-0.39|0.39|PASS
PDL|CHM|PDL-2.019|2.019|PASS
PDLA-Core|ETJ|PDLA-Core-2.013006|2.013006|PASS
PGObject|EINHVERFR|PGObject-2.000002|2.000002|PASS
PGPLOT|KGB|PGPLOT-2.21|2.21|NA
POD2-Base|FERREIRA|POD2-Base-0.043|0.043|PASS
POE|RCAPUTO|POE-1.367|1.367|PASS
POE-API-Peek|BINGOS|POE-API-Peek-2.20|2.20|FAIL
POE-Component-Client-DNS|RCAPUTO|POE-Component-Client-DNS-1.054|1.054|PASS
POE-Component-Client-HTTP|RCAPUTO|POE-Component-Client-HTTP-0.949|0.949|PASS
POE-Component-Client-Ident|BINGOS|POE-Component-Client-Ident-1.16|1.16|PASS
POE-Component-Client-Keepalive|RCAPUTO|POE-Component-Client-Keepalive-0.272|0.272|PASS
POE-Component-EasyDBI|GVL|POE-Component-EasyDBI-1.28|1.28|PASS
POE-Component-Generic|GWYN|POE-Component-Generic-0.1403|0.1403|FAIL
POE-Component-IKC|GWYN|POE-Component-IKC-0.2402|0.2402|PASS
POE-Component-IRC|BINGOS|POE-Component-IRC-6.90|6.90|PASS
POE-Component-IRC-Plugin-BaseWrap|ZOFFIX|POE-Component-IRC-Plugin-BaseWrap-1.001001|1.001001|PASS
POE-Component-NonBlockingWrapper-Base|ZOFFIX|POE-Component-NonBlockingWrapper-Base-1.001002|1.001002|PASS
POE-Component-Pluggable|BINGOS|POE-Component-Pluggable-1.28|1.28|PASS
POE-Component-Resolver|RCAPUTO|POE-Component-Resolver-0.921|0.921|PASS
POE-Component-Server-Echo|BINGOS|POE-Component-Server-Echo-1.66|1.66|PASS
POE-Component-Server-SimpleHTTP|BINGOS|POE-Component-Server-SimpleHTTP-2.28|2.28|PASS
POE-Component-SmokeBox|BINGOS|POE-Component-SmokeBox-0.52|0.52|PASS
POE-Component-SmokeBox-Dists|BINGOS|POE-Component-SmokeBox-Dists-1.08|1.08|PASS
POE-Component-SmokeBox-Recent|BINGOS|POE-Component-SmokeBox-Recent-1.50|1.50|PASS
POE-Component-Syndicator|HINRIK|POE-Component-Syndicator-0.06|0.06|PASS
POE-Filter-HTTP-Parser|BINGOS|POE-Filter-HTTP-Parser-1.08|1.08|PASS
POE-Filter-IRCD|BINGOS|POE-Filter-IRCD-2.44|2.44|PASS
POE-Loop-AnyEvent|BINGOS|POE-Loop-AnyEvent-0.004|0.004|PASS
POE-Loop-Tk|RCAPUTO|POE-Loop-Tk-1.305|1.305|PASS
POE-Session-AttributeBased|CFEDDE|POE-Session-AttributeBased-0.10|0.10|PASS
POE-Test-Loops|RCAPUTO|POE-Test-Loops-1.360|1.360|PASS
POSIX-AtFork|GFUJI|POSIX-AtFork-0.02|0.02|PASS
POSIX-strftime-Compiler|KAZEBURO|POSIX-strftime-Compiler-0.42|0.42|PASS
POSIX-strptime|GOZER|POSIX-strptime-0.13|0.13|PASS
PPI|MITHALDU|PPI-1.236|1.236|PASS
PPI-HTML|ADAMK|PPI-HTML-1.08|1.08|PASS
PPIx-DocumentName|KENTNL|PPIx-DocumentName-0.001003|0.001003|PASS
PPIx-EditorTools|YANICK|PPIx-EditorTools-0.21|0.21|PASS
PPIx-QuoteLike|WYANT|PPIx-QuoteLike-0.006|0.006|PASS
PPIx-Regexp|WYANT|PPIx-Regexp-0.062|0.062|PASS
PPIx-Utilities|ELLIOTJS|PPIx-Utilities-1.001000|1.001000|PASS
PPR|DCONWAY|PPR-0.000022|0.000022|PASS
PSGI|MIYAGAWA|PSGI-1.102|1.102|PASS
Package-Abbreviate|ISHIGAKI|Package-Abbreviate-0.01|0.01|PASS
Package-Constants|BINGOS|Package-Constants-0.06|0.06|PASS
Package-DeprecationManager|DROLSKY|Package-DeprecationManager-0.17|0.17|PASS
Package-Generator|RJBS|Package-Generator-1.106|1.106|PASS
Package-MoreUtil|PERLANCAR|Package-MoreUtil-0.590|0.590|PASS
Package-New|MRDVT|Package-New-0.07|0.07|PASS
Package-Pkg|ROKR|Package-Pkg-0.0020|0.0020|PASS
Package-Stash|DOY|Package-Stash-0.37|0.37|PASS
Package-Stash-XS|DOY|Package-Stash-XS-0.28|0.28|PASS
Package-Variant|MSTROUT|Package-Variant-1.003002|1.003002|PASS
PadWalker|ROBIN|PadWalker-2.3|2.3|PASS
Palm-PDB|CJM|Palm-PDB-1.400|1.400|PASS
Panda-Install|RANDIR|Panda-Install-1.2.16|1.2.16|PASS
Pango|XAOC|Pango-1.227|1.227|PASS
Parallel-ForkManager|YANICK|Parallel-ForkManager-2.02|2.02|PASS
Parallel-Iterator|ANDYA|Parallel-Iterator-1.00|1.00|PASS
Parallel-Prefork|KAZUHO|Parallel-Prefork-0.18|0.18|PASS
Parallel-Runner|EXODIST|Parallel-Runner-0.013|0.013|PASS
Parallel-Scoreboard|KAZUHO|Parallel-Scoreboard-0.08|0.08|PASS
Params-Classify|ZEFRAM|Params-Classify-0.015|0.015|PASS
Params-Coerce|ADAMK|Params-Coerce-0.14|0.14|PASS
Params-Util|ADAMK|Params-Util-1.07|1.07|PASS
Params-Validate|DROLSKY|Params-Validate-1.29|1.29|PASS
Params-ValidationCompiler|DROLSKY|Params-ValidationCompiler-0.30|0.30|PASS
Parse-ANSIColor-Tiny|RWSTAUNER|Parse-ANSIColor-Tiny-0.601|0.601|PASS
Parse-Binary|AUDREYT|Parse-Binary-0.11|0.11|PASS
Parse-CPAN-Authors|LBROCARD|Parse-CPAN-Authors-2.27|2.27|PASS
Parse-CPAN-Packages-Fast|SREZIC|Parse-CPAN-Packages-Fast-0.09|0.09|PASS
Parse-CPAN-Whois|MARTIJN|Parse-CPAN-Whois-0.02|0.02|PASS
Parse-CSV|KWILLIAMS|Parse-CSV-2.05|2.05|PASS
Parse-ErrorString-Perl|MANWAR|Parse-ErrorString-Perl-0.27|0.27|PASS
Parse-ExuberantCTags|SMUELLER|Parse-ExuberantCTags-1.02|1.02|PASS
Parse-Eyapp|WBRASWELL|Parse-Eyapp-1.21|1.21|PASS
Parse-Keyword|HAARG|Parse-Keyword-0.09|0.09|PASS
Parse-LocalDistribution|ISHIGAKI|Parse-LocalDistribution-0.19|0.19|PASS
Parse-MIME|ARISTOTLE|Parse-MIME-1.005|1.005|PASS
Parse-Method-Signatures|KENTNL|Parse-Method-Signatures-1.003019|1.003019|PASS
Parse-Netstat|PERLANCAR|Parse-Netstat-0.14|0.14|PASS
Parse-PMFile|ISHIGAKI|Parse-PMFile-0.41|0.41|PASS
Parse-RecDescent|JTBRAUN|Parse-RecDescent-1.967015|1.967015|PASS
Parse-VarName|PERLANCAR|Parse-VarName-0.03|0.03|PASS
Parse-Yapp|WBRASWELL|Parse-Yapp-1.21|1.21|PASS
ParseTemplate|PSCUST|ParseTemplate-3.08|3.08|PASS
Parser-MGC|PEVANS|Parser-MGC-0.16|0.16|PASS
Path-Abstract|ROKR|Path-Abstract-0.096|0.096|PASS
Path-Class|KWILLIAMS|Path-Class-0.37|0.37|PASS
Path-Class-File-Lockable|KARMAN|Path-Class-File-Lockable-0.03|0.03|PASS
Path-Class-File-Stat|KARMAN|Path-Class-File-Stat-0.05|0.05|PASS
Path-Class-Iterator|KARMAN|Path-Class-Iterator-0.07|0.07|PASS
Path-Class-Rule|DAGOLDEN|Path-Class-Rule-0.018|0.018|PASS
Path-Dispatcher|SARTAK|Path-Dispatcher-1.06|1.06|PASS
Path-Dispatcher-Declarative|SARTAK|Path-Dispatcher-Declarative-0.03|0.03|PASS
Path-FindDev|KENTNL|Path-FindDev-v0.5.3|v0.5.3|PASS
Path-IsDev|KENTNL|Path-IsDev-1.001003|1.001003|PASS
Path-Iterator-Rule|DAGOLDEN|Path-Iterator-Rule-1.014|1.014|PASS
Path-Router|NEILB|Path-Router-0.15|0.15|PASS
Path-ScanINC|KENTNL|Path-ScanINC-1.000003|1.000003|PASS
Path-Tiny|DAGOLDEN|Path-Tiny-0.108|0.108|PASS
Paws|JLMARTIN|Paws-0.38|0.38|PASS
Pegex|INGY|Pegex-0.67|0.67|PASS
Perinci-Sub-DepChecker|PERLANCAR|Perinci-Sub-DepChecker-0.11|0.11|PASS
Perl-Critic|PETDANCE|Perl-Critic-1.132|1.132|PASS
Perl-Critic-Bangs|PETDANCE|Perl-Critic-Bangs-1.12|1.12|PASS
Perl-Critic-Dynamic|THALJEF|Perl-Critic-Dynamic-0.05|0.05|FAIL
Perl-Critic-Lax|RJBS|Perl-Critic-Lax-0.013|0.013|PASS
Perl-Critic-Moose|DROLSKY|Perl-Critic-Moose-1.05|1.05|PASS
Perl-Critic-More|THALJEF|Perl-Critic-More-1.003|1.003|PASS
Perl-Critic-Nits|KCOWGILL|Perl-Critic-Nits-v1.0.0|v1.0.0|PASS
Perl-Critic-Pulp|KRYDE|Perl-Critic-Pulp-96|96|PASS
Perl-Critic-StricterSubs|THALJEF|Perl-Critic-StricterSubs-0.05|0.05|PASS
Perl-Critic-Swift|ELLIOTJS|Perl-Critic-Swift-v1.0.3|v1.0.3|PASS
Perl-MinimumVersion|NEILB|Perl-MinimumVersion-1.38|1.38|PASS
Perl-MinimumVersion-Fast|TOKUHIROM|Perl-MinimumVersion-Fast-0.18|0.18|PASS
Perl-PrereqScanner|RJBS|Perl-PrereqScanner-1.023|1.023|PASS
Perl-PrereqScanner-Lite|MOZNION|Perl-PrereqScanner-Lite-0.28|0.28|PASS
Perl-Tidy|SHANCOCK|Perl-Tidy-20180220|20180220|PASS
Perl-Version|BDFOY|Perl-Version-1.013|1.013|PASS
Perl-osnames|PERLANCAR|Perl-osnames-0.11|0.11|PASS
Perl6-Attributes|LPALMER|Perl6-Attributes-0.04|0.04|PASS
Perl6-Export-Attrs|DCONWAY|Perl6-Export-Attrs-0.000006|0.000006|PASS
Perl6-Junction|CFRANKS|Perl6-Junction-1.60000|1.60000|PASS
Perl6-Slurp|DCONWAY|Perl6-Slurp-0.051005|0.051005|PASS
PerlIO-Layers|LEONT|PerlIO-Layers-0.011|0.011|PASS
PerlIO-eol|SHLOMIF|PerlIO-eol-0.17|0.17|PASS
PerlIO-gzip|NWCLARK|PerlIO-gzip-0.20|0.20|PASS
PerlIO-utf8_strict|LEONT|PerlIO-utf8_strict-0.007|0.007|PASS
PerlIO-via-Bzip2|ARJEN|PerlIO-via-Bzip2-0.02|0.02|PASS
PerlIO-via-Timeout|DAMS|PerlIO-via-Timeout-0.32|0.32|PASS
PerlIO-via-dynamic|ALEXMV|PerlIO-via-dynamic-0.14|0.14|PASS
PerlIO-via-gzip|MAJENSEN|PerlIO-via-gzip-0.03|0.03|PASS
PerlIO-via-symlink|CLKAO|PerlIO-via-symlink-0.05|0.05|NA
PerlX-Assert|TOBYINK|PerlX-Assert-0.905|0.905|PASS
PerlX-Define|TOBYINK|PerlX-Define-0.101|0.101|PASS
PerlX-Maybe|TOBYINK|PerlX-Maybe-1.200|1.200|PASS
Perlbal|DORMANDO|Perlbal-1.80|1.80|FAIL
Permute-Named-Iter|PERLANCAR|Permute-Named-Iter-0.04|0.04|PASS
Petal|NINE|Petal-2.24|2.24|PASS
Pithub|OALDERS|Pithub-0.01034|0.01034|PASS
PkgConfig|PLICEASE|PkgConfig-0.23026|0.23026|PASS
Plack|MIYAGAWA|Plack-1.0047|1.0047|PASS
Plack-App-Proxy|LEEDO|Plack-App-Proxy-0.29|0.29|PASS
Plack-Middleware-Auth-Digest|MIYAGAWA|Plack-Middleware-Auth-Digest-0.05|0.05|PASS
Plack-Middleware-ConsoleLogger|MIYAGAWA|Plack-Middleware-ConsoleLogger-0.05|0.05|PASS
Plack-Middleware-Debug|MIYAGAWA|Plack-Middleware-Debug-0.17|0.17|PASS
Plack-Middleware-Deflater|KAZEBURO|Plack-Middleware-Deflater-0.12|0.12|PASS
Plack-Middleware-FixMissingBodyInRedirect|SWEETKID|Plack-Middleware-FixMissingBodyInRedirect-0.12|0.12|PASS
Plack-Middleware-Header|CHIBA|Plack-Middleware-Header-0.04|0.04|PASS
Plack-Middleware-MethodOverride|MIYAGAWA|Plack-Middleware-MethodOverride-0.20|0.20|PASS
Plack-Middleware-RemoveRedundantBody|SWEETKID|Plack-Middleware-RemoveRedundantBody-0.07|0.07|PASS
Plack-Middleware-ReverseProxy|MIYAGAWA|Plack-Middleware-ReverseProxy-0.15|0.15|PASS
Plack-Middleware-Session|MIYAGAWA|Plack-Middleware-Session-0.30|0.30|PASS
Plack-Request-WithEncoding|MOZNION|Plack-Request-WithEncoding-0.12|0.12|PASS
Plack-Test-Agent|OALDERS|Plack-Test-Agent-1.4|1.4|PASS
